TR10167|c4_g1	 NA
TR10168|c0_g1	 NA
TR10169|c3_g2	 NA
TR10169|c4_g1	 PF09337.7,zf-H2C2;PF00665.23,rve
TR10170|c1_g3	 PF01426.15,BAH
TR10174|c1_g1	 PF00156.24,Pribosyltran
TR10175|c6_g1	 NA
TR10178|c16_g1	 NA
TR10178|c1_g1	 NA
TR10178|c4_g1	 NA
TR10178|c7_g2	 NA
TR10178|c9_g1	 NA
TR10179|c4_g2	 NA
TR10183|c0_g2	 NA
TR10183|c4_g1	 NA
TR10187|c11_g1	 NA
TR10187|c3_g3	 NA
TR10188|c0_g2	 NA
TR10188|c5_g1	 NA
TR10190|c19_g1	 NA
TR10191|c0_g2	 NA
TR10191|c11_g1	 NA
TR10193|c10_g2	 NA
TR10193|c13_g1	 PF01753.15,zf-MYND
TR10193|c4_g1	 NA
TR10194|c2_g1	 NA
TR10195|c12_g1	 NA
TR10195|c6_g1	 NA
TR10197|c7_g1	 NA
TR10197|c9_g1	 NA
TR10198|c7_g1	 NA
TR10200|c4_g1	 NA
TR10201|c2_g1	 NA
TR10202|c5_g1	 NA
TR10203|c2_g1	 NA
TR10205|c1_g1	 NA
TR10205|c1_g2	 NA
TR10205|c3_g1	 NA
TR10205|c5_g4	 NA
TR10205|c8_g1	 PF00462.21,Glutaredoxin
TR10207|c2_g2	 NA
TR1020|c1_g1	 NA
TR10211|c0_g2	 NA
TR10221|c0_g1	 PF01436.18,NHL
TR10224|c0_g1	 NA
TR10238|c0_g1	 PF00535.23,Glycos_transf_2
TR10250|c0_g1	 NA
TR10250|c0_g2	 NA
TR10257|c0_g1	 NA
TR10260|c1_g1	 PF04117.9,Mpv17_PMP22
TR10276|c0_g1	 NA
TR1031|c0_g1	 PF05625.8,PAXNEB;PF05625.8,PAXNEB
TR1033|c1_g1	 NA
TR1037|c0_g2	 NA
TR1041|c0_g1	 NA
TR10448|c0_g1	 NA
TR10492|c0_g1	 NA
TR10515|c0_g1	 PF13358.3,DDE_3
TR10531|c0_g1	 NA
TR1054|c0_g1	 NA
TR10583|c0_g1	 NA
TR1061|c4_g1	 PF00012.17,HSP70
TR10624|c0_g1	 NA
TR10709|c0_g1	 NA
TR10718|c0_g1	 NA
TR1071|c1_g1	 NA
TR10729|c0_g1	 NA
TR10741|c0_g2	 NA
TR10742|c1_g1	 NA
TR10744|c1_g2	 NA
TR10744|c2_g1	 PF06384.8,ICAT
TR10750|c0_g1	 NA
TR10755|c0_g2	 NA
TR10766|c0_g1	 NA
TR10780|c0_g1	 NA
TR10784|c0_g1	 NA
TR10802|c0_g1	 NA
TR10813|c0_g1	 NA
TR10813|c0_g2	 PF00270.26,DEAD;PF00271.28,Helicase_C
TR10813|c0_g3	 PF00271.28,Helicase_C
TR10818|c2_g1	 NA
TR10827|c0_g1	 NA
TR10831|c0_g1	 NA
TR10839|c0_g1	 PF02210.21,Laminin_G_2;PF00008.24,EGF
TR10849|c0_g1	 NA
TR10849|c0_g2	 NA
TR10867|c0_g1	 NA
TR10870|c1_g1	 PF00163.16,Ribosomal_S4;PF01479.22,S4;PF01193.21,RNA_pol_L;PF01000.23,RNA_pol_A_bac
TR10870|c3_g1	 NA
TR10874|c1_g1	 NA
TR10881|c0_g1	 PF00400.29,WD40;PF00400.29,WD40;PF00400.29,WD40;PF00400.29,WD40
TR10893|c0_g1	 NA
TR10894|c1_g1	 PF03030.13,H_PPase
TR10896|c2_g1	 PF00098.20,zf-CCHC
TR10923|c0_g1	 NA
TR10960|c4_g1	 NA
TR10961|c3_g3	 NA
TR10961|c4_g1	 NA
TR10961|c8_g6	 NA
TR10962|c7_g1	 NA
TR10963|c2_g1	 NA
TR10964|c23_g1	 NA
TR10964|c3_g1	 NA
TR10965|c0_g4	 PF13895.3,Ig_2;PF13927.3,Ig_3
TR10966|c1_g1	 PF13927.3,Ig_3
TR10967|c2_g2	 PF00076.19,RRM_1;PF00076.19,RRM_1;PF00076.19,RRM_1
TR10968|c11_g2	 NA
TR10968|c2_g2	 NA
TR10968|c7_g1	 NA
TR10972|c3_g2	 NA
TR10976|c28_g1	 NA
TR10976|c2_g1	 NA
TR10976|c2_g2	 NA
TR10976|c6_g2	 NA
TR10976|c7_g1	 PF00266.16,Aminotran_5
TR10977|c1_g1	 NA
TR10977|c6_g1	 NA
TR10978|c19_g1	 NA
TR10980|c10_g1	 NA
TR10980|c11_g1	 NA
TR10980|c22_g1	 NA
TR10980|c8_g1	 NA
TR10983|c1_g4	 PF00530.15,SRCR;PF00530.15,SRCR;PF00530.15,SRCR;PF00530.15,SRCR;PF00530.15,SRCR
TR10983|c1_g5	 PF00530.15,SRCR;PF00530.15,SRCR;PF00530.15,SRCR
TR10985|c0_g2	 NA
TR10985|c7_g1	 NA
TR10987|c0_g1	 NA
TR10988|c3_g1	 PF00931.19,NB-ARC
TR10989|c10_g1	 NA
TR10990|c3_g2	 NA
TR10991|c17_g1	 NA
TR10992|c1_g1	 NA
TR10992|c5_g5	 NA
TR10994|c8_g1	 NA
TR10995|c0_g1	 NA
TR10995|c7_g1	 NA
TR10995|c8_g7	 NA
TR10995|c9_g1	 NA
TR10997|c0_g1	 NA
TR10997|c2_g4	 NA
TR10997|c5_g1	 NA
TR10|c0_g1	 PF04777.10,Evr1_Alr
TR11000|c0_g1	 NA
TR11002|c5_g1	 NA
TR11003|c16_g1	 NA
TR11003|c19_g1	 NA
TR11004|c13_g1	 NA
TR11004|c16_g1	 NA
TR11007|c0_g2	 PF01465.17,GRIP
TR11007|c0_g3	 NA
TR11008|c5_g3	 NA
TR11008|c5_g4	 NA
TR11008|c6_g1	 NA
TR11009|c6_g5	 NA
TR11010|c3_g1	 NA
TR11011|c4_g2	 NA
TR11012|c1_g1	 NA
TR11012|c7_g5	 PF12796.4,Ank_2
TR11014|c3_g2	 PF13086.3,AAA_11
TR11014|c4_g1	 NA
TR11014|c7_g1	 PF13086.3,AAA_11
TR11015|c11_g1	 NA
TR11015|c15_g1	 NA
TR11015|c19_g1	 NA
TR11015|c3_g2	 NA
TR11016|c10_g1	 NA
TR11016|c16_g1	 NA
TR11016|c3_g1	 NA
TR11016|c4_g1	 NA
TR11016|c4_g2	 NA
TR11016|c6_g1	 NA
TR11016|c8_g1	 NA
TR11017|c0_g1	 PF00271.28,Helicase_C
TR11017|c7_g1	 NA
TR11019|c10_g1	 NA
TR11019|c20_g1	 NA
TR11019|c8_g1	 NA
TR11020|c5_g4	 NA
TR11021|c1_g3	 NA
TR11025|c13_g1	 NA
TR11025|c5_g1	 NA
TR11026|c16_g1	 NA
TR11027|c0_g2	 PF00041.18,fn3;PF00041.18,fn3
TR11027|c13_g1	 PF02793.19,HRM
TR11027|c2_g2	 NA
TR11027|c5_g2	 PF00002.21,7tm_2
TR11027|c5_g4	 PF00002.21,7tm_2
TR11027|c9_g1	 NA
TR11028|c1_g2	 NA
TR11031|c3_g1	 NA
TR11031|c5_g1	 NA
TR11033|c0_g5	 NA
TR11034|c5_g1	 NA
TR11035|c2_g1	 NA
TR11037|c5_g1	 PF03160.11,Calx-beta;PF03160.11,Calx-beta
TR11037|c7_g1	 NA
TR11039|c6_g2	 NA
TR11041|c2_g2	 PF00656.19,Peptidase_C14
TR11043|c2_g1	 PF07645.12,EGF_CA
TR11044|c2_g1	 NA
TR11044|c2_g3	 PF01094.25,ANF_receptor;PF14649.3,Spatacsin_C
TR11046|c3_g1	 NA
TR11046|c4_g1	 NA
TR11047|c1_g1	 NA
TR11047|c2_g2	 NA
TR11049|c12_g1	 NA
TR11050|c0_g1	 NA
TR11050|c1_g1	 NA
TR11053|c11_g1	 NA
TR11055|c1_g2	 NA
TR11055|c5_g1	 NA
TR11056|c6_g1	 NA
TR11058|c5_g1	 NA
TR11060|c0_g1	 NA
TR11143|c0_g1	 NA
TR11170|c0_g1	 NA
TR11186|c0_g1	 NA
TR11200|c0_g1	 NA
TR11208|c0_g1	 NA
TR11243|c0_g1	 NA
TR11260|c0_g1	 NA
TR11277|c0_g1	 NA
TR11279|c0_g1	 NA
TR11279|c1_g1	 NA
TR11285|c0_g1	 NA
TR11287|c0_g1	 PF02176.15,zf-TRAF;PF02176.15,zf-TRAF
TR1128|c0_g1	 NA
TR11293|c0_g1	 PF05916.8,Sld5
TR11317|c0_g1	 PF00338.19,Ribosomal_S10
TR11425|c2_g1	 NA
TR11430|c0_g1	 NA
TR11437|c0_g1	 PF03166.11,MH2
TR11468|c0_g1	 PF01980.13,UPF0066
TR11477|c0_g3	 PF05405.11,Mt_ATP-synt_B
TR11496|c0_g2	 PF00395.17,SLH;PF04966.9,OprB
TR11497|c0_g2	 PF00676.17,E1_dh;PF00676.17,E1_dh
TR11501|c0_g1	 NA
TR11509|c2_g1	 NA
TR11516|c1_g1	 NA
TR11516|c2_g1	 NA
TR11544|c0_g1	 NA
TR1156|c0_g1	 NA
TR11673|c0_g1	 PF10607.6,CLTH
TR11676|c1_g1	 PF07714.14,Pkinase_Tyr
TR11697|c0_g1	 PF13613.3,HTH_Tnp_4;PF13359.3,DDE_Tnp_4
TR116|c0_g1	 PF06910.8,MEA1
TR11709|c2_g1	 NA
TR11731|c0_g1	 NA
TR11737|c0_g1	 PF07716.12,bZIP_2
TR11754|c0_g1	 NA
TR11766|c0_g1	 NA
TR1178|c1_g1	 NA
TR11819|c0_g1	 NA
TR11852|c0_g1	 NA
TR11864|c1_g1	 NA
TR11903|c0_g2	 NA
TR11952|c0_g1	 NA
TR11986|c0_g1	 PF07856.9,Orai-1
TR120|c0_g1	 PF02469.19,Fasciclin
TR12126|c0_g1	 PF00650.17,CRAL_TRIO
TR12148|c0_g1	 NA
TR1218|c0_g1	 NA
TR121|c0_g1	 NA
TR12280|c0_g1	 NA
TR12297|c0_g1	 NA
TR12307|c0_g1	 NA
TR12309|c0_g1	 NA
TR12331|c0_g1	 NA
TR12338|c0_g1	 NA
TR12405|c0_g2	 NA
TR1240|c0_g1	 NA
TR12423|c0_g1	 NA
TR12442|c0_g1	 NA
TR12456|c0_g1	 NA
TR12466|c2_g1	 NA
TR12502|c1_g1	 NA
TR12520|c0_g1	 PF00002.21,7tm_2
TR12522|c0_g1	 NA
TR12536|c0_g1	 NA
TR12558|c0_g1	 NA
TR12572|c0_g1	 NA
TR1261|c0_g1	 NA
TR12684|c0_g1	 NA
TR12686|c0_g1	 PF01918.18,Alba
TR12701|c0_g1	 NA
TR1276|c0_g1	 NA
TR12788|c0_g1	 NA
TR12799|c0_g1	 NA
TR12813|c0_g1	 NA
TR12840|c0_g1	 NA
TR12873|c0_g1	 NA
TR12918|c0_g1	 NA
TR12920|c0_g1	 NA
TR12924|c0_g1	 NA
TR13022|c0_g1	 NA
TR1302|c0_g1	 NA
TR13044|c0_g1	 PF00884.20,Sulfatase
TR13045|c0_g1	 PF00856.25,SET
TR13051|c0_g1	 NA
TR13085|c1_g1	 NA
TR13087|c0_g1	 NA
TR13094|c0_g1	 NA
TR13128|c0_g1	 NA
TR13141|c1_g1	 NA
TR13161|c0_g2	 NA
TR13183|c0_g2	 NA
TR13188|c1_g2	 NA
TR13220|c0_g1	 NA
TR13221|c2_g1	 PF05375.10,Pacifastin_I;PF01826.14,TIL
TR13238|c0_g1	 NA
TR13261|c0_g1	 NA
TR13309|c0_g1	 PF10204.6,DuoxA
TR13323|c0_g2	 NA
TR13347|c0_g1	 NA
TR13409|c0_g1	 PF01436.18,NHL
TR13414|c0_g1	 NA
TR13417|c0_g1	 NA
TR13444|c0_g1	 NA
TR13452|c0_g1	 NA
TR13463|c0_g1	 NA
TR1346|c0_g1	 PF00270.26,DEAD;PF00271.28,Helicase_C
TR13473|c0_g1	 NA
TR13485|c0_g1	 NA
TR13544|c0_g1	 NA
TR13550|c0_g1	 NA
TR13589|c0_g1	 NA
TR13601|c0_g1	 NA
TR13606|c0_g1	 NA
TR13607|c0_g1	 NA
TR13634|c1_g1	 NA
TR13642|c0_g1	 NA
TR13658|c17_g1	 NA
TR13658|c2_g1	 NA
TR13660|c1_g1	 NA
TR13660|c7_g1	 NA
TR13662|c5_g1	 NA
TR13663|c0_g3	 NA
TR13665|c10_g1	 NA
TR13665|c13_g1	 NA
TR13665|c2_g2	 NA
TR13665|c4_g1	 NA
TR13665|c8_g2	 NA
TR13666|c1_g1	 NA
TR13666|c4_g2	 NA
TR13667|c16_g1	 NA
TR13667|c8_g1	 NA
TR13667|c8_g2	 NA
TR13670|c16_g1	 PF16095.2,COR
TR13670|c4_g3	 NA
TR13671|c17_g2	 NA
TR13671|c1_g1	 NA
TR13671|c2_g1	 NA
TR13671|c6_g2	 NA
TR13671|c7_g1	 NA
TR13672|c3_g1	 NA
TR13672|c3_g7	 NA
TR13674|c2_g2	 NA
TR13678|c0_g1	 PF00530.15,SRCR
TR13678|c6_g1	 PF00530.15,SRCR
TR13679|c5_g2	 NA
TR13679|c7_g2	 NA
TR13679|c9_g1	 NA
TR13680|c3_g1	 NA
TR13680|c5_g2	 NA
TR13680|c7_g2	 NA
TR13681|c5_g1	 NA
TR13682|c23_g1	 NA
TR13683|c1_g1	 NA
TR13684|c17_g1	 NA
TR13684|c7_g1	 NA
TR13685|c7_g2	 NA
TR13686|c15_g1	 NA
TR13686|c5_g1	 NA
TR13686|c8_g1	 NA
TR13687|c0_g2	 PF08477.10,Roc
TR13688|c15_g1	 NA
TR13688|c8_g1	 NA
TR13690|c0_g5	 PF03028.12,Dynein_heavy
TR13691|c1_g1	 PF03028.12,Dynein_heavy
TR13693|c11_g1	 NA
TR13693|c4_g4	 NA
TR13693|c8_g3	 PF08477.10,Roc;PF16095.2,COR
TR13695|c7_g3	 NA
TR13695|c7_g4	 NA
TR13696|c0_g2	 NA
TR13696|c12_g1	 NA
TR13698|c3_g5	 NA
TR13698|c5_g1	 NA
TR13699|c6_g1	 NA
TR13701|c2_g1	 PF01813.14,ATP-synt_D
TR13701|c4_g1	 NA
TR13702|c1_g3	 PF03097.15,BRO1
TR13703|c7_g1	 NA
TR13704|c2_g2	 PF01391.15,Collagen;PF01391.15,Collagen;PF01391.15,Collagen
TR13704|c2_g3	 NA
TR13706|c0_g2	 NA
TR13707|c2_g2	 NA
TR13708|c2_g2	 PF13927.3,Ig_3;PF13927.3,Ig_3
TR13709|c1_g2	 NA
TR13709|c2_g1	 NA
TR13710|c0_g2	 NA
TR13712|c2_g1	 NA
TR13715|c5_g1	 PF00008.24,EGF;PF00008.24,EGF;PF00008.24,EGF;PF00008.24,EGF;PF00008.24,EGF;PF02210.21,Laminin_G_2;PF00008.24,EGF;PF00008.24,EGF
TR13715|c5_g3	 PF00054.20,Laminin_G_1;PF00008.24,EGF;PF00054.20,Laminin_G_1
TR13716|c12_g2	 NA
TR13716|c15_g1	 NA
TR13716|c20_g1	 NA
TR13716|c3_g1	 NA
TR13717|c12_g1	 NA
TR13717|c14_g1	 NA
TR13717|c5_g2	 NA
TR13717|c8_g1	 NA
TR13719|c13_g1	 NA
TR13719|c21_g1	 NA
TR13720|c3_g1	 NA
TR13720|c4_g1	 NA
TR13721|c1_g1	 PF04072.11,LCM
TR13721|c2_g2	 PF00069.22,Pkinase
TR13721|c9_g1	 NA
TR13722|c0_g2	 NA
TR13723|c7_g1	 NA
TR13724|c1_g1	 NA
TR13724|c2_g1	 NA
TR13724|c4_g1	 NA
TR1372|c0_g1	 NA
TR13730|c10_g1	 NA
TR13730|c5_g1	 NA
TR13731|c1_g1	 PF00664.20,ABC_membrane;PF00005.24,ABC_tran
TR13732|c15_g1	 NA
TR13735|c0_g1	 NA
TR13735|c2_g1	 NA
TR13735|c7_g1	 NA
TR13736|c5_g2	 NA
TR13736|c9_g1	 NA
TR13738|c4_g2	 PF07064.10,RIC1
TR13738|c5_g6	 PF15082.3,DUF4549
TR13739|c12_g1	 NA
TR13739|c5_g3	 PF14670.3,FXa_inhibition;PF12662.4,cEGF;PF14670.3,FXa_inhibition
TR13740|c4_g5	 NA
TR13741|c15_g1	 NA
TR13742|c11_g1	 NA
TR13742|c15_g1	 NA
TR13742|c7_g2	 NA
TR13745|c1_g1	 NA
TR13745|c1_g3	 NA
TR13745|c6_g1	 NA
TR13748|c0_g1	 NA
TR13749|c7_g1	 NA
TR13749|c8_g1	 NA
TR13750|c0_g1	 NA
TR13751|c14_g1	 NA
TR13752|c12_g1	 NA
TR13752|c14_g1	 NA
TR13755|c10_g2	 NA
TR13755|c1_g1	 NA
TR13755|c3_g1	 NA
TR13755|c7_g1	 NA
TR13756|c4_g3	 PF00102.24,Y_phosphatase;PF00102.24,Y_phosphatase
TR13756|c8_g1	 NA
TR13799|c0_g1	 NA
TR13813|c0_g1	 NA
TR13850|c0_g1	 NA
TR13916|c0_g1	 NA
TR13943|c0_g2	 NA
TR13956|c1_g1	 NA
TR13956|c2_g1	 NA
TR13957|c0_g1	 PF00219.15,IGFBP;PF07648.12,Kazal_2;PF00090.16,TSP_1
TR13963|c4_g1	 NA
TR13970|c2_g1	 NA
TR13976|c0_g2	 NA
TR13977|c0_g2	 PF00069.22,Pkinase
TR13977|c0_g3	 NA
TR13979|c2_g1	 NA
TR13991|c0_g1	 PF00970.21,FAD_binding_6;PF00175.18,NAD_binding_1
TR13996|c0_g1	 NA
TR14004|c0_g1	 NA
TR14004|c2_g1	 PF00002.21,7tm_2
TR14004|c4_g1	 PF02793.19,HRM
TR14012|c1_g2	 PF00400.29,WD40;PF00400.29,WD40
TR14018|c1_g1	 NA
TR1401|c5_g1	 NA
TR14022|c1_g1	 NA
TR14023|c0_g1	 PF03953.14,Tubulin_C
TR14027|c1_g1	 PF01826.14,TIL;PF01826.14,TIL
TR1402|c11_g2	 NA
TR1402|c14_g2	 NA
TR1402|c16_g1	 PF02194.12,PXA;PF00615.16,RGS;PF00787.21,PX;PF08628.9,Nexin_C
TR1402|c3_g1	 NA
TR1402|c3_g2	 NA
TR1402|c4_g1	 NA
TR1402|c9_g1	 PF00017.21,SH2
TR14030|c5_g1	 NA
TR1403|c17_g1	 NA
TR1403|c23_g1	 NA
TR1404|c2_g4	 PF15902.2,Sortilin-Vps10
TR1404|c3_g1	 NA
TR1405|c4_g2	 NA
TR1405|c6_g1	 PF00169.26,PH
TR1409|c15_g1	 NA
TR14100|c1_g1	 NA
TR14100|c2_g1	 NA
TR14107|c0_g1	 PF04718.12,ATP-synt_G
TR1411|c12_g1	 NA
TR1411|c7_g2	 NA
TR14122|c0_g1	 NA
TR14130|c0_g1	 NA
TR14146|c3_g1	 NA
TR14148|c2_g1	 NA
TR14151|c0_g2	 PF13646.3,HEAT_2
TR14157|c0_g1	 NA
TR14160|c0_g1	 PF15053.3,Njmu-R1
TR14165|c0_g2	 NA
TR14178|c2_g1	 NA
TR14186|c0_g1	 NA
TR14189|c0_g2	 NA
TR14202|c1_g1	 NA
TR1420|c1_g1	 PF05485.9,THAP;PF13613.3,HTH_Tnp_4;PF13359.3,DDE_Tnp_4
TR14218|c0_g2	 PF00108.20,Thiolase_N;PF02803.15,Thiolase_C
TR1421|c0_g1	 NA
TR14232|c0_g1	 PF07647.14,SAM_2
TR14251|c1_g1	 NA
TR14258|c1_g1	 NA
TR1425|c1_g1	 NA
TR1426|c6_g1	 PF00504.18,Chloroa_b-bind
TR14278|c0_g1	 NA
TR1427|c3_g3	 PF00632.22,HECT
TR1428|c1_g3	 NA
TR1429|c0_g1	 PF00069.22,Pkinase
TR1433|c0_g1	 NA
TR1433|c11_g1	 NA
TR1433|c4_g2	 NA
TR1433|c9_g2	 NA
TR1434|c1_g1	 NA
TR1436|c17_g1	 NA
TR1436|c20_g1	 NA
TR1436|c7_g2	 PF02176.15,zf-TRAF
TR1438|c1_g2	 PF13637.3,Ank_4;PF08518.8,GIT_SHD;PF08518.8,GIT_SHD
TR14398|c0_g1	 NA
TR1440|c1_g2	 NA
TR1440|c20_g1	 NA
TR1440|c5_g2	 NA
TR1441|c1_g2	 NA
TR1443|c16_g1	 NA
TR14449|c0_g1	 NA
TR1446|c6_g1	 NA
TR1448|c10_g1	 NA
TR1448|c11_g1	 NA
TR1448|c17_g1	 NA
TR1448|c1_g1	 NA
TR1448|c6_g2	 NA
TR1448|c7_g1	 NA
TR1448|c7_g2	 NA
TR1450|c10_g1	 NA
TR1450|c2_g2	 NA
TR1450|c4_g1	 NA
TR1450|c8_g1	 NA
TR14514|c0_g1	 NA
TR14527|c0_g1	 NA
TR1454|c15_g1	 NA
TR1454|c3_g2	 NA
TR1454|c4_g2	 NA
TR1454|c7_g1	 NA
TR1455|c1_g1	 NA
TR1455|c4_g1	 NA
TR14563|c0_g1	 NA
TR1456|c4_g1	 NA
TR14574|c0_g1	 NA
TR14594|c0_g1	 NA
TR14596|c2_g2	 NA
TR1459|c14_g1	 NA
TR1459|c16_g1	 NA
TR14601|c0_g1	 PF07714.14,Pkinase_Tyr
TR14603|c1_g2	 PF13960.3,DUF4218
TR14609|c0_g1	 NA
TR14616|c1_g1	 NA
TR14619|c1_g1	 PF03372.20,Exo_endo_phos
TR14619|c1_g2	 NA
TR1461|c20_g1	 NA
TR1461|c7_g1	 PF02204.15,VPS9
TR14628|c2_g1	 NA
TR14628|c3_g1	 NA
TR1462|c1_g1	 NA
TR1462|c4_g3	 PF12661.4,hEGF;PF00008.24,EGF;PF00008.24,EGF;PF00008.24,EGF;PF12661.4,hEGF;PF00008.24,EGF;PF00066.14,Notch;PF00066.14,Notch;PF00066.14,Notch;PF13857.3,Ank_5;PF12796.4,Ank_2;PF13606.3,Ank_3
TR1462|c7_g1	 NA
TR14633|c1_g2	 NA
TR14639|c0_g1	 PF05679.13,CHGN
TR1463|c0_g1	 NA
TR14649|c0_g1	 NA
TR14649|c1_g2	 NA
TR14657|c0_g1	 PF00850.16,Hist_deacetyl
TR1465|c1_g1	 PF04622.9,ERG2_Sigma1R
TR1465|c2_g1	 NA
TR14662|c1_g1	 NA
TR14665|c0_g2	 PF00828.16,Ribosomal_L27A
TR14675|c0_g2	 PF05018.10,DUF667;PF00400.29,WD40;PF00400.29,WD40
TR14687|c0_g1	 NA
TR1469|c4_g1	 NA
TR14705|c0_g1	 NA
TR1471|c10_g2	 PF07690.13,MFS_1
TR1471|c14_g1	 NA
TR1471|c3_g1	 PF00071.19,Ras
TR1471|c5_g1	 NA
TR1471|c9_g2	 NA
TR1472|c14_g1	 NA
TR1473|c12_g1	 PF05071.13,NDUFA12
TR1473|c15_g1	 NA
TR1473|c3_g1	 NA
TR1473|c9_g1	 NA
TR1474|c17_g1	 NA
TR1474|c7_g1	 NA
TR1476|c15_g1	 NA
TR1476|c18_g1	 NA
TR1476|c1_g2	 NA
TR1476|c3_g1	 NA
TR1476|c4_g1	 NA
TR1476|c8_g1	 NA
TR14788|c0_g1	 PF04597.11,Ribophorin_I
TR1481|c2_g1	 NA
TR14824|c0_g1	 NA
TR14828|c0_g1	 NA
TR1483|c15_g1	 NA
TR14848|c0_g2	 PF01323.17,DSBA
TR1484|c6_g2	 PF10516.6,SHNi-TPR;PF13181.3,TPR_8
TR14852|c0_g1	 NA
TR1485|c16_g1	 NA
TR1485|c4_g1	 NA
TR14862|c0_g1	 NA
TR14871|c0_g1	 NA
TR14878|c0_g1	 NA
TR1488|c12_g3	 NA
TR1488|c8_g1	 NA
TR1488|c9_g2	 NA
TR14908|c3_g1	 NA
TR1490|c0_g1	 NA
TR14910|c0_g3	 NA
TR14914|c5_g1	 NA
TR1491|c3_g1	 NA
TR14921|c3_g1	 NA
TR14922|c0_g1	 PF00554.19,RHD_DNA_bind;PF16179.2,RHD_dimer;PF12796.4,Ank_2;PF12796.4,Ank_2;PF00531.19,Death
TR14925|c0_g2	 NA
TR14926|c0_g1	 PF00625.18,Guanylate_kin
TR14927|c0_g2	 NA
TR14927|c6_g1	 NA
TR14927|c9_g1	 NA
TR14943|c0_g1	 PF08718.8,GLTP
TR14945|c0_g1	 PF10487.6,Nup188
TR14947|c0_g1	 NA
TR14949|c1_g1	 PF00281.16,Ribosomal_L5;PF00673.18,Ribosomal_L5_C
TR14949|c2_g2	 NA
TR1494|c0_g2	 NA
TR14955|c2_g1	 NA
TR14970|c1_g1	 NA
TR14977|c0_g1	 PF00504.18,Chloroa_b-bind
TR14978|c0_g1	 PF00069.22,Pkinase
TR14979|c1_g1	 PF00069.22,Pkinase
TR14980|c2_g1	 NA
TR14981|c0_g2	 PF00530.15,SRCR;PF00530.15,SRCR;PF00530.15,SRCR;PF00530.15,SRCR;PF00530.15,SRCR;PF00530.15,SRCR
TR14981|c1_g1	 PF00530.15,SRCR;PF00530.15,SRCR;PF00530.15,SRCR;PF00530.15,SRCR;PF00530.15,SRCR;PF00530.15,SRCR;PF00530.15,SRCR;PF00530.15,SRCR
TR14985|c1_g1	 PF00535.23,Glycos_transf_2
TR14986|c0_g1	 PF06886.8,TPX2
TR1498|c0_g1	 NA
TR14994|c0_g1	 NA
TR1499|c0_g1	 NA
TR15000|c3_g1	 NA
TR15077|c0_g2	 PF13855.3,LRR_8;PF08477.10,Roc;PF16095.2,COR;PF00069.22,Pkinase
TR15092|c0_g2	 PF00085.17,Thioredoxin;PF00462.21,Glutaredoxin
TR150|c0_g1	 NA
TR15100|c0_g1	 PF00092.25,VWA;PF00112.20,Peptidase_C1
TR15102|c1_g1	 NA
TR15113|c1_g1	 NA
TR15118|c0_g2	 NA
TR1513|c0_g1	 NA
TR15143|c1_g1	 NA
TR15147|c0_g1	 PF00644.17,PARP
TR15152|c1_g1	 NA
TR15154|c0_g1	 NA
TR15187|c1_g1	 NA
TR15216|c0_g1	 NA
TR15224|c0_g1	 NA
TR15225|c6_g1	 NA
TR15226|c0_g1	 NA
